Density_(veh/hr)_TL,Density_(veh/hr)_CAwSD4WI,Density_(veh/hr)_RN,Time_(secs)
0.36,0.28,0.65,85.3
0.34,0.27,0.74,85.4
0.35,0.28,0.73,85.5
0.36,0.25,0.64,85.6
0.33,0.26,0.66,85.7
0.36,0.25,0.71,85.8
0.39,0.23,0.7,85.9
0.34,0.23,0.63,86.0
0.36,0.24,0.68,86.1
0.36,0.26,0.7,86.2
0.34,0.25,0.66,86.3
0.37,0.25,0.67,86.4
0.39,0.24,0.7,86.5
0.38,0.25,0.63,86.6
0.37,0.25,0.61,86.7
0.35,0.25,0.66,86.8
0.33,0.23,0.61,86.9
0.36,0.26,0.68,87.0
0.36,0.24,0.63,87.1
0.37,0.26,0.65,87.2
0.37,0.27,0.66,87.3
0.35,0.24,0.64,87.4
0.35,0.25,0.59,87.5
0.37,0.26,0.68,87.6
0.35,0.25,0.65,87.7
0.38,0.25,0.67,87.8
0.35,0.23,0.62,87.9
0.37,0.25,0.61,88.0
0.36,0.24,0.6,88.1
0.36,0.26,0.58,88.2
0.37,0.27,0.6,88.3
0.38,0.27,0.62,88.4
0.37,0.25,0.63,88.5
0.38,0.25,0.62,88.6
0.38,0.25,0.65,88.7
0.39,0.25,0.57,88.8
0.37,0.28,0.64,88.9
0.39,0.27,0.62,89.0
0.39,0.28,0.61,89.1
0.36,0.25,0.63,89.2
0.38,0.26,0.62,89.3
0.38,0.25,0.6,89.4
0.37,0.27,0.64,89.5
0.39,0.26,0.6,89.6
0.39,0.27,0.63,89.7
0.37,0.25,0.62,89.8
0.41,0.27,0.6,89.9
0.39,0.28,0.6,90.0
0.41,0.26,0.58,90.1
0.39,0.26,0.64,90.2
0.39,0.27,0.6,90.3
0.39,0.29,0.58,90.4
0.4,0.25,0.63,90.5
0.4,0.28,0.61,90.6
0.41,0.26,0.58,90.7
0.4,0.25,0.59,90.8
0.4,0.27,0.61,90.9
0.4,0.28,0.56,91.0
0.42,0.24,0.55,91.1
0.4,0.29,0.55,91.2
0.39,0.27,0.59,91.3
0.4,0.29,0.53,91.4
0.41,0.28,0.57,91.5
0.4,0.28,0.58,91.6
0.4,0.28,0.5,91.7
0.4,0.28,0.57,91.8
0.41,0.29,0.57,91.9
0.41,0.28,0.58,92.0
0.39,0.29,0.56,92.1
0.41,0.29,0.57,92.2
0.42,0.29,0.56,92.3
0.42,0.28,0.55,92.4
0.41,0.26,0.59,92.5
0.42,0.29,0.55,92.6
0.41,0.31,0.54,92.7
0.41,0.27,0.53,92.8
0.42,0.3,0.54,92.9
0.42,0.3,0.53,93.0
0.41,0.27,0.55,93.1
0.4,0.28,0.54,93.2
0.39,0.29,0.54,93.3
0.42,0.3,0.57,93.4
0.4,0.29,0.54,93.5
0.4,0.29,0.53,93.6
0.38,0.29,0.52,93.7
0.42,0.28,0.53,93.8
0.41,0.29,0.53,93.9
0.4,0.31,0.54,94.0
0.46,0.3,0.56,94.1
0.42,0.28,0.56,94.2
0.4,0.29,0.55,94.3
0.4,0.28,0.55,94.4
0.4,0.3,0.56,94.5
0.39,0.3,0.56,94.6
0.41,0.3,0.53,94.7
0.41,0.3,0.54,94.8
0.41,0.28,0.56,94.9
0.4,0.3,0.53,95.0
0.41,0.26,0.51,95.1
0.42,0.27,0.56,95.2
0.42,0.3,0.53,95.3
0.44,0.3,0.54,95.4
0.42,0.29,0.53,95.5
0.4,0.31,0.54,95.6
0.39,0.29,0.55,95.7
0.44,0.3,0.57,95.8
0.41,0.3,0.55,95.9
0.4,0.29,0.53,96.0
0.41,0.28,0.53,96.1
0.43,0.28,0.49,96.2
0.41,0.32,0.5,96.3
0.39,0.29,0.5,96.4
0.39,0.29,0.5,96.5
0.44,0.29,0.52,96.6
0.42,0.3,0.53,96.7
0.43,0.3,0.54,96.8
0.4,0.29,0.51,96.9
0.42,0.29,0.54,97.0
0.43,0.31,0.5,97.1
0.45,0.32,0.54,97.2
0.43,0.32,0.5,97.3
0.44,0.31,0.53,97.4
0.41,0.3,0.52,97.5
0.43,0.31,0.5,97.6
0.41,0.33,0.51,97.7
0.44,0.31,0.56,97.8
0.39,0.31,0.54,97.9
0.41,0.29,0.5,98.0
0.43,0.32,0.5,98.1
0.43,0.31,0.53,98.2
0.44,0.31,0.51,98.3
0.44,0.31,0.53,98.4
0.41,0.33,0.53,98.5
0.41,0.31,0.51,98.6
0.44,0.3,0.52,98.7
0.45,0.31,0.51,98.8
0.46,0.34,0.51,98.9
0.4,0.32,0.55,99.0
0.43,0.33,0.53,99.1
0.45,0.31,0.52,99.2
0.44,0.33,0.51,99.3
0.41,0.31,0.52,99.4
0.41,0.32,0.54,99.5
0.42,0.32,0.54,99.6
0.43,0.34,0.52,99.7
0.42,0.33,0.51,99.8
0.44,0.33,0.55,99.9
0.43,0.31,0.51,100.0
0.42,0.34,0.53,100.1
0.44,0.33,0.49,100.2
0.43,0.33,0.53,100.3
0.44,0.33,0.54,100.4
0.44,0.33,0.53,100.5
0.4,0.35,0.5,100.6
0.44,0.34,0.52,100.7
0.44,0.32,0.48,100.8
0.42,0.34,0.47,100.9
0.44,0.34,0.52,101.0
0.44,0.33,0.45,101.1
0.44,0.35,0.54,101.2
0.41,0.34,0.56,101.3
0.46,0.33,0.52,101.4
0.46,0.34,0.5,101.5
0.44,0.33,0.57,101.6
0.45,0.32,0.55,101.7
0.42,0.33,0.52,101.8
0.46,0.33,0.49,101.9
0.44,0.33,0.51,102.0
0.44,0.34,0.53,102.1
0.45,0.31,0.54,102.2
0.44,0.35,0.51,102.3
0.45,0.35,0.5,102.4
0.43,0.35,0.53,102.5
0.44,0.37,0.49,102.6
0.41,0.33,0.52,102.7
0.45,0.34,0.5,102.8
0.43,0.34,0.53,102.9
0.48,0.35,0.53,103.0
0.46,0.34,0.57,103.1
0.41,0.34,0.52,103.2
0.45,0.33,0.52,103.3
0.45,0.34,0.56,103.4
0.43,0.36,0.52,103.5
0.44,0.34,0.59,103.6
0.44,0.33,0.54,103.7
0.44,0.36,0.53,103.8
0.47,0.35,0.52,103.9
0.43,0.34,0.54,104.0
0.44,0.32,0.58,104.1
0.46,0.33,0.54,104.2
0.45,0.33,0.58,104.3
0.44,0.33,0.5,104.4
0.39,0.34,0.53,104.5
0.43,0.34,0.55,104.6
0.44,0.32,0.54,104.7
0.48,0.33,0.53,104.8
0.44,0.33,0.56,104.9
0.44,0.36,0.54,105.0
0.44,0.35,0.58,105.1
0.45,0.33,0.54,105.2
0.45,0.36,0.55,105.3
0.44,0.35,0.57,105.4
0.45,0.36,0.52,105.5
0.44,0.34,0.55,105.6
0.47,0.36,0.52,105.7
0.42,0.33,0.53,105.8
0.43,0.35,0.58,105.9
0.4,0.34,0.56,106.0
0.42,0.33,0.56,106.1
0.45,0.34,0.55,106.2
0.45,0.37,0.57,106.3
0.45,0.36,0.53,106.4
0.44,0.35,0.55,106.5
0.44,0.37,0.57,106.6
0.44,0.36,0.56,106.7
0.44,0.37,0.58,106.8
0.44,0.37,0.57,106.9
0.46,0.37,0.54,107.0
0.49,0.37,0.52,107.1
0.46,0.36,0.53,107.2
0.44,0.35,0.52,107.3
0.42,0.35,0.57,107.4
0.44,0.36,0.53,107.5
0.44,0.38,0.58,107.6
0.44,0.37,0.6,107.7
0.43,0.37,0.58,107.8
0.42,0.37,0.58,107.9
0.44,0.36,0.61,108.0
0.42,0.38,0.54,108.1
0.42,0.38,0.54,108.2
0.42,0.37,0.55,108.3
0.43,0.37,0.59,108.4
0.43,0.39,0.58,108.5
0.42,0.37,0.57,108.6
0.43,0.37,0.56,108.7
0.4,0.4,0.55,108.8
0.41,0.38,0.58,108.9
0.42,0.38,0.61,109.0
0.44,0.4,0.61,109.1
0.43,0.36,0.58,109.2
0.45,0.38,0.61,109.3
0.43,0.4,0.61,109.4
0.42,0.36,0.6,109.5
0.44,0.38,0.58,109.6
0.44,0.37,0.61,109.7
0.44,0.39,0.61,109.8
0.42,0.38,0.65,109.9
0.43,0.39,0.66,110.0
0.44,0.38,0.6,110.1
0.43,0.38,0.56,110.2
0.43,0.39,0.61,110.3
0.44,0.37,0.55,110.4
0.45,0.38,0.61,110.5
0.47,0.39,0.62,110.6
0.45,0.4,0.58,110.7
0.45,0.39,0.58,110.8
0.45,0.36,0.63,110.9
0.46,0.38,0.63,111.0
0.42,0.41,0.61,111.1
0.47,0.4,0.57,111.2
0.45,0.39,0.55,111.3
0.44,0.36,0.62,111.4
0.44,0.41,0.55,111.5
0.42,0.38,0.64,111.6
0.41,0.4,0.61,111.7
0.44,0.4,0.6,111.8
0.45,0.4,0.57,111.9
0.45,0.41,0.62,112.0
0.45,0.39,0.62,112.1
0.45,0.43,0.58,112.2
0.44,0.46,0.58,112.3
0.43,0.47,0.6,112.4
0.43,0.45,0.63,112.5
0.44,0.44,0.63,112.6
0.44,0.44,0.59,112.7
0.46,0.44,0.65,112.8
0.43,0.48,0.62,112.9
0.47,0.47,0.56,113.0
0.48,0.46,0.65,113.1
0.43,0.47,0.61,113.2
0.45,0.44,0.65,113.3
0.46,0.46,0.63,113.4
0.44,0.47,0.62,113.5
0.44,0.44,0.64,113.6
0.44,0.47,0.64,113.7
0.45,0.46,0.64,113.8
0.44,0.45,0.61,113.9
0.42,0.43,0.62,114.0
0.43,0.45,0.63,114.1
0.43,0.47,0.69,114.2
0.44,0.46,0.66,114.3
0.44,0.49,0.65,114.4
0.44,0.41,0.67,114.5
0.43,0.4,0.65,114.6
0.44,0.38,0.64,114.7
0.43,0.42,0.65,114.8
0.46,0.39,0.63,114.9
0.45,0.4,0.69,115.0
0.41,0.42,0.6,115.1
0.44,0.42,0.6,115.2
0.44,0.4,0.62,115.3
0.45,0.42,0.65,115.4
0.48,0.45,0.64,115.5
0.43,0.4,0.65,115.6
0.43,0.43,0.6,115.7
0.44,0.41,0.6,115.8
0.46,0.42,0.62,115.9
0.45,0.44,0.64,116.0
0.46,0.41,0.6,116.1
0.47,0.41,0.66,116.2
0.46,0.42,0.63,116.3
0.46,0.4,0.65,116.4
0.46,0.39,0.65,116.5
0.44,0.44,0.63,116.6
0.46,0.41,0.61,116.7
0.44,0.38,0.65,116.8
0.46,0.4,0.62,116.9
0.49,0.41,0.6,117.0
0.47,0.41,0.65,117.1
0.42,0.43,0.68,117.2
0.45,0.42,0.67,117.3
0.47,0.41,0.7,117.4
0.46,0.41,0.7,117.5
0.47,0.41,0.65,117.6
0.47,0.44,0.64,117.7
0.45,0.42,0.69,117.8
0.45,0.43,0.66,117.9
0.47,0.41,0.65,118.0
0.45,0.43,0.66,118.1
0.45,0.43,0.67,118.2
0.48,0.4,0.67,118.3
0.47,0.42,0.63,118.4
0.46,0.44,0.68,118.5
0.46,0.4,0.66,118.6
0.48,0.41,0.69,118.7
0.48,0.44,0.77,118.8
0.47,0.41,0.7,118.9
0.47,0.4,0.73,119.0
0.45,0.43,0.69,119.1
0.48,0.43,0.75,119.2
0.45,0.45,0.65,119.3
0.48,0.41,0.68,119.4
0.47,0.43,0.75,119.5
0.47,0.42,0.74,119.6
0.45,0.44,0.68,119.7
0.44,0.42,0.7,119.8
0.48,0.44,0.7,119.9
0.45,0.42,0.68,120.0
0.46,0.41,0.69,120.1
0.47,0.43,0.73,120.2
0.44,0.44,0.71,120.3
0.47,0.45,0.72,120.4
0.44,0.44,0.65,120.5
0.46,0.43,0.69,120.6
0.46,0.43,0.63,120.7
0.45,0.45,0.71,120.8
0.46,0.43,0.68,120.9
0.47,0.43,0.66,121.0
0.46,0.46,0.63,121.1
0.45,0.47,0.67,121.2
0.45,0.48,0.71,121.3
0.44,0.44,0.68,121.4
0.44,0.47,0.73,121.5
0.45,0.46,0.72,121.6
0.45,0.49,0.65,121.7
0.48,0.48,0.65,121.8
0.46,0.47,0.71,121.9
0.49,0.46,0.69,122.0
0.45,0.47,0.69,122.1
0.44,0.47,0.7,122.2
0.46,0.5,0.69,122.3
0.48,0.47,0.7,122.4
0.46,0.47,0.68,122.5
0.48,0.47,0.66,122.6
0.47,0.49,0.71,122.7
0.47,0.47,0.72,122.8
0.48,0.47,0.72,122.9
0.45,0.48,0.68,123.0
0.44,0.48,0.66,123.1
0.49,0.49,0.76,123.2
0.47,0.43,0.7,123.3
0.48,0.45,0.71,123.4
0.46,0.45,0.73,123.5
0.47,0.42,0.75,123.6
0.47,0.42,0.75,123.7
0.46,0.43,0.64,123.8
0.45,0.43,0.69,123.9
0.47,0.43,0.75,124.0
0.48,0.41,0.69,124.1
0.5,0.44,0.73,124.2
0.48,0.45,0.74,124.3
0.46,0.44,0.74,124.4
0.49,0.43,0.73,124.5
0.47,0.43,0.74,124.6
0.49,0.41,0.73,124.7
0.47,0.42,0.76,124.8
0.47,0.41,0.73,124.9
0.48,0.42,0.73,125.0
0.48,0.44,0.73,125.1
0.47,0.45,0.72,125.2
0.49,0.4,0.74,125.3
0.48,0.45,0.74,125.4
0.47,0.42,0.7,125.5
0.45,0.42,0.66,125.6
0.44,0.41,0.69,125.7
0.44,0.42,0.75,125.8
0.47,0.43,0.65,125.9
0.46,0.45,0.74,126.0
0.45,0.43,0.73,126.1
0.45,0.44,0.7,126.2
0.45,0.42,0.68,126.3
0.48,0.4,0.71,126.4
0.46,0.44,0.68,126.5
0.47,0.42,0.72,126.6
0.47,0.4,0.74,126.7
0.48,0.42,0.74,126.8
0.48,0.41,0.73,126.9
0.47,0.42,0.7,127.0
0.47,0.41,0.71,127.1
0.48,0.41,0.71,127.2
0.48,0.43,0.71,127.3
0.48,0.44,0.77,127.4
0.48,0.41,0.69,127.5
0.49,0.43,0.7,127.6
0.46,0.43,0.7,127.7
0.51,0.42,0.75,127.8
0.48,0.43,0.72,127.9
0.46,0.45,0.74,128.0
0.51,0.43,0.71,128.1
0.48,0.41,0.74,128.2
0.5,0.42,0.72,128.3
0.5,0.42,0.73,128.4
0.47,0.41,0.73,128.5
0.49,0.42,0.77,128.6
0.47,0.42,0.75,128.7
0.5,0.4,0.76,128.8
0.5,0.42,0.77,128.9
0.47,0.41,0.72,129.0
0.51,0.42,0.76,129.1
0.47,0.42,0.75,129.2
0.51,0.44,0.73,129.3
0.5,0.44,0.72,129.4
0.49,0.42,0.8,129.5
0.53,0.43,0.79,129.6
0.52,0.43,0.73,129.7
0.53,0.45,0.74,129.8
0.52,0.47,0.7,129.9
0.53,0.47,0.72,130.0
0.52,0.45,0.68,130.1
0.5,0.47,0.7,130.2
0.52,0.46,0.71,130.3
0.49,0.49,0.7,130.4
0.53,0.46,0.7,130.5
0.52,0.49,0.69,130.6
0.51,0.49,0.71,130.7
0.53,0.47,0.72,130.8
0.53,0.47,0.68,130.9
0.49,0.47,0.7,131.0
0.49,0.48,0.7,131.1
0.51,0.47,0.67,131.2
0.51,0.47,0.72,131.3
0.52,0.47,0.68,131.4
0.49,0.45,0.67,131.5
0.5,0.47,0.69,131.6
0.53,0.49,0.72,131.7
0.51,0.47,0.7,131.8
0.5,0.49,0.67,131.9
0.5,0.49,0.68,132.0
0.52,0.45,0.7,132.1
0.5,0.44,0.7,132.2
0.51,0.44,0.72,132.3
0.53,0.42,0.7,132.4
0.52,0.45,0.71,132.5
0.5,0.44,0.72,132.6
0.5,0.44,0.71,132.7
0.52,0.43,0.73,132.8
0.54,0.4,0.77,132.9
0.54,0.46,0.7,133.0
0.5,0.42,0.72,133.1
0.54,0.4,0.7,133.2
0.52,0.44,0.71,133.3
0.53,0.41,0.71,133.4
0.52,0.42,0.74,133.5
0.52,0.42,0.74,133.6
0.54,0.42,0.71,133.7
0.54,0.41,0.72,133.8
0.51,0.44,0.68,133.9
0.55,0.4,0.7,134.0
0.49,0.45,0.75,134.1
0.52,0.43,0.77,134.2
0.52,0.41,0.69,134.3
0.49,0.42,0.74,134.4
0.5,0.4,0.75,134.5
0.49,0.41,0.7,134.6
0.48,0.42,0.68,134.7
0.53,0.41,0.73,134.8
0.5,0.43,0.62,134.9
0.52,0.43,0.68,135.0
0.52,0.42,0.73,135.1
0.54,0.38,0.65,135.2
0.5,0.4,0.71,135.3
0.49,0.4,0.67,135.4
0.5,0.41,0.71,135.5
0.53,0.43,0.66,135.6
0.54,0.4,0.69,135.7
0.52,0.41,0.7,135.8
0.52,0.4,0.61,135.9
0.5,0.42,0.7,136.0
0.53,0.44,0.69,136.1
0.51,0.41,0.67,136.2
0.53,0.41,0.67,136.3
0.5,0.42,0.69,136.4
0.52,0.44,0.71,136.5
0.5,0.44,0.68,136.6
0.5,0.43,0.67,136.7
0.5,0.42,0.66,136.8
0.52,0.44,0.65,136.9
0.5,0.42,0.65,137.0
0.53,0.42,0.67,137.1
0.49,0.43,0.69,137.2
0.5,0.42,0.64,137.3
0.49,0.44,0.68,137.4
0.51,0.42,0.72,137.5
0.5,0.43,0.69,137.6
0.52,0.43,0.69,137.7
0.52,0.44,0.65,137.8
0.51,0.45,0.65,137.9
0.51,0.42,0.66,138.0
0.48,0.42,0.7,138.1
0.51,0.42,0.69,138.2
0.51,0.45,0.6,138.3
0.51,0.46,0.69,138.4
0.51,0.48,0.68,138.5
0.52,0.43,0.71,138.6
0.51,0.42,0.71,138.7
0.52,0.41,0.68,138.8
0.53,0.47,0.67,138.9
0.52,0.5,0.68,139.0
0.5,0.46,0.69,139.1
0.48,0.46,0.64,139.2
0.52,0.46,0.68,139.3
0.53,0.49,0.6,139.4
0.51,0.44,0.65,139.5
0.55,0.46,0.64,139.6
0.51,0.44,0.68,139.7
0.51,0.46,0.65,139.8
0.53,0.46,0.68,139.9
0.53,0.44,0.65,140.0
0.51,0.44,0.64,140.1
0.5,0.45,0.63,140.2
0.53,0.48,0.62,140.3
0.51,0.45,0.7,140.4
0.49,0.47,0.6,140.5
0.52,0.47,0.68,140.6
0.48,0.47,0.64,140.7
0.49,0.48,0.64,140.8
0.51,0.42,0.65,140.9
0.51,0.41,0.6,141.0
0.5,0.41,0.67,141.1
0.51,0.42,0.64,141.2
0.49,0.43,0.69,141.3
0.5,0.45,0.64,141.4
0.49,0.44,0.63,141.5
0.49,0.43,0.68,141.6
0.51,0.42,0.64,141.7
0.51,0.42,0.61,141.8
0.53,0.41,0.64,141.9
0.49,0.4,0.66,142.0
0.5,0.43,0.65,142.1
0.51,0.42,0.7,142.2
0.49,0.41,0.65,142.3
0.5,0.4,0.68,142.4
0.5,0.43,0.63,142.5
0.5,0.43,0.67,142.6
0.5,0.42,0.6,142.7
0.51,0.4,0.7,142.8
0.52,0.4,0.66,142.9
0.5,0.41,0.65,143.0
0.53,0.41,0.7,143.1
0.53,0.43,0.68,143.2
0.52,0.42,0.63,143.3
0.53,0.42,0.67,143.4
0.5,0.42,0.64,143.5
0.52,0.44,0.66,143.6
0.48,0.44,0.6,143.7
0.52,0.42,0.67,143.8
0.5,0.42,0.61,143.9
0.52,0.42,0.61,144.0
0.53,0.42,0.61,144.1
0.52,0.42,0.63,144.2
0.5,0.41,0.64,144.3
0.48,0.42,0.64,144.4
0.53,0.42,0.61,144.5
0.53,0.41,0.72,144.6
0.53,0.42,0.65,144.7
0.52,0.41,0.58,144.8
0.52,0.41,0.63,144.9
0.52,0.4,0.63,145.0
0.52,0.4,0.59,145.1
0.51,0.38,0.59,145.2
0.51,0.39,0.62,145.3
0.51,0.38,0.63,145.4
0.51,0.39,0.66,145.5
0.51,0.4,0.59,145.6
0.54,0.42,0.59,145.7
0.51,0.42,0.6,145.8
0.51,0.42,0.6,145.9
0.52,0.4,0.67,146.0
0.49,0.39,0.62,146.1
0.51,0.41,0.61,146.2
0.48,0.41,0.61,146.3
0.5,0.41,0.62,146.4
0.5,0.41,0.6,146.5
0.51,0.41,0.58,146.6
0.49,0.41,0.63,146.7
0.54,0.43,0.61,146.8
0.5,0.42,0.58,146.9
0.51,0.41,0.63,147.0
0.51,0.43,0.63,147.1
0.49,0.42,0.6,147.2
0.52,0.43,0.66,147.3
0.48,0.43,0.59,147.4
0.49,0.46,0.65,147.5
0.49,0.44,0.58,147.6
0.51,0.44,0.58,147.7
0.52,0.48,0.61,147.8
0.51,0.47,0.68,147.9
0.5,0.47,0.63,148.0
0.51,0.45,0.65,148.1
0.53,0.46,0.63,148.2
0.5,0.46,0.59,148.3
0.53,0.45,0.63,148.4
0.51,0.46,0.63,148.5
0.5,0.46,0.64,148.6
0.5,0.49,0.59,148.7
0.52,0.48,0.54,148.8
0.51,0.49,0.59,148.9
0.51,0.45,0.59,149.0
0.52,0.45,0.57,149.1
0.53,0.43,0.55,149.2
0.53,0.45,0.61,149.3
0.54,0.45,0.56,149.4
0.52,0.44,0.59,149.5
0.51,0.46,0.62,149.6
0.54,0.42,0.62,149.7
0.53,0.42,0.59,149.8
0.53,0.44,0.64,149.9
0.54,0.44,0.56,150.0
0.53,0.42,0.58,150.1
0.56,0.41,0.58,150.2
0.55,0.4,0.55,150.3
0.5,0.39,0.57,150.4
0.53,0.42,0.57,150.5
0.55,0.4,0.56,150.6
0.54,0.41,0.6,150.7
0.55,0.41,0.6,150.8
0.53,0.4,0.54,150.9
0.52,0.39,0.61,151.0
0.55,0.4,0.6,151.1
0.53,0.4,0.54,151.2
0.53,0.4,0.59,151.3
0.54,0.39,0.56,151.4
0.54,0.41,0.57,151.5
0.51,0.41,0.59,151.6
0.55,0.38,0.56,151.7
0.53,0.38,0.59,151.8
0.56,0.41,0.61,151.9
0.53,0.41,0.57,152.0
0.54,0.41,0.56,152.1
0.53,0.37,0.59,152.2
0.53,0.41,0.55,152.3
0.49,0.39,0.55,152.4
0.53,0.4,0.57,152.5
0.53,0.39,0.59,152.6
0.52,0.38,0.57,152.7
0.54,0.38,0.62,152.8
0.51,0.36,0.59,152.9
0.52,0.38,0.56,153.0
0.51,0.4,0.56,153.1
0.51,0.39,0.61,153.2
0.51,0.41,0.55,153.3
0.56,0.39,0.59,153.4
0.52,0.37,0.57,153.5
0.53,0.38,0.53,153.6
0.51,0.38,0.57,153.7
0.51,0.4,0.56,153.8
0.5,0.39,0.54,153.9
0.52,0.39,0.55,154.0
0.52,0.38,0.6,154.1
0.53,0.4,0.58,154.2
0.53,0.39,0.55,154.3
0.51,0.4,0.53,154.4
0.52,0.39,0.55,154.5
0.53,0.39,0.54,154.6
0.52,0.41,0.56,154.7
0.52,0.38,0.5,154.8
0.52,0.39,0.57,154.9
0.52,0.39,0.59,155.0
0.51,0.4,0.54,155.1
0.52,0.39,0.54,155.2
0.55,0.41,0.54,155.3
0.56,0.39,0.56,155.4
0.53,0.38,0.63,155.5
0.56,0.4,0.55,155.6
0.54,0.41,0.61,155.7
0.51,0.39,0.55,155.8
0.54,0.41,0.53,155.9
0.53,0.4,0.59,156.0
0.53,0.4,0.59,156.1
0.55,0.38,0.55,156.2
0.53,0.42,0.54,156.3
0.52,0.43,0.56,156.4
0.55,0.44,0.54,156.5
0.55,0.43,0.53,156.6
0.53,0.43,0.55,156.7
0.54,0.46,0.55,156.8
0.53,0.45,0.56,156.9
0.54,0.43,0.6,157.0
0.55,0.45,0.55,157.1
0.54,0.42,0.58,157.2
0.53,0.42,0.6,157.3
0.53,0.42,0.54,157.4
0.55,0.45,0.56,157.5
0.57,0.43,0.55,157.6
0.53,0.44,0.57,157.7
0.54,0.44,0.58,157.8
0.55,0.45,0.58,157.9
0.54,0.43,0.56,158.0
0.55,0.47,0.59,158.1
0.56,0.44,0.54,158.2
0.54,0.44,0.54,158.3
0.54,0.44,0.57,158.4
0.54,0.38,0.56,158.5
0.53,0.41,0.57,158.6
0.54,0.39,0.57,158.7
0.54,0.4,0.53,158.8
0.56,0.38,0.55,158.9
0.52,0.38,0.55,159.0
0.56,0.38,0.54,159.1
0.54,0.38,0.53,159.2
0.55,0.38,0.53,159.3
0.55,0.37,0.56,159.4
0.58,0.38,0.57,159.5
0.54,0.39,0.54,159.6
0.55,0.39,0.53,159.7
0.54,0.38,0.53,159.8
0.53,0.38,0.55,159.9
0.55,0.37,0.55,160.0
0.56,0.38,0.53,160.1
0.54,0.36,0.53,160.2
0.56,0.37,0.58,160.3
0.55,0.36,0.57,160.4
0.55,0.36,0.56,160.5
0.56,0.39,0.58,160.6
0.56,0.37,0.57,160.7
0.55,0.36,0.54,160.8
0.56,0.38,0.54,160.9
0.6,0.35,0.53,161.0
0.52,0.36,0.58,161.1
0.53,0.35,0.56,161.2
0.54,0.35,0.54,161.3
0.54,0.34,0.55,161.4
0.54,0.36,0.58,161.5
0.52,0.36,0.56,161.6
0.56,0.36,0.56,161.7
0.54,0.37,0.57,161.8
0.54,0.36,0.6,161.9
0.53,0.36,0.54,162.0
0.53,0.37,0.59,162.1
0.51,0.35,0.6,162.2
0.52,0.37,0.6,162.3
0.56,0.37,0.53,162.4
0.53,0.38,0.58,162.5
0.55,0.35,0.61,162.6
0.53,0.35,0.55,162.7
0.54,0.37,0.62,162.8
0.5,0.35,0.57,162.9
0.53,0.35,0.57,163.0
0.52,0.36,0.54,163.1
0.56,0.36,0.57,163.2
0.54,0.36,0.54,163.3
0.52,0.35,0.52,163.4
0.55,0.38,0.57,163.5
0.53,0.36,0.56,163.6
0.53,0.36,0.56,163.7
0.54,0.36,0.57,163.8
0.54,0.38,0.53,163.9
0.53,0.37,0.55,164.0
0.52,0.36,0.59,164.1
0.53,0.36,0.5,164.2
0.55,0.36,0.55,164.3
0.53,0.41,0.59,164.4
0.51,0.37,0.54,164.5
0.55,0.38,0.56,164.6
0.53,0.38,0.57,164.7
0.54,0.39,0.58,164.8
0.53,0.38,0.58,164.9
0.53,0.37,0.53,165.0
0.56,0.39,0.58,165.1
0.54,0.38,0.55,165.2
0.54,0.42,0.56,165.3
0.56,0.4,0.59,165.4
0.54,0.42,0.61,165.5
0.53,0.4,0.57,165.6
0.55,0.41,0.57,165.7
0.56,0.44,0.6,165.8
0.52,0.42,0.59,165.9
0.56,0.42,0.55,166.0
0.53,0.43,0.59,166.1
0.56,0.43,0.56,166.2
0.52,0.41,0.55,166.3
0.55,0.44,0.58,166.4
0.55,0.44,0.59,166.5
0.55,0.42,0.59,166.6
0.58,0.42,0.59,166.7
0.56,0.44,0.58,166.8
0.55,0.42,0.61,166.9
0.55,0.42,0.56,167.0
0.55,0.43,0.58,167.1
0.56,0.41,0.59,167.2
0.54,0.39,0.63,167.3
0.55,0.38,0.62,167.4
0.59,0.4,0.59,167.5
0.57,0.38,0.64,167.6
0.56,0.36,0.63,167.7
0.56,0.38,0.61,167.8
0.56,0.38,0.57,167.9
0.58,0.37,0.56,168.0
0.59,0.39,0.59,168.1
0.58,0.38,0.59,168.2
0.54,0.36,0.58,168.3
0.56,0.35,0.59,168.4
0.56,0.37,0.56,168.5
0.56,0.36,0.52,168.6
0.58,0.37,0.54,168.7
0.56,0.35,0.56,168.8
0.56,0.36,0.53,168.9
0.57,0.35,0.56,169.0
0.57,0.36,0.56,169.1
0.57,0.35,0.57,169.2
0.56,0.36,0.57,169.3
0.55,0.34,0.58,169.4
0.54,0.35,0.55,169.5
0.55,0.34,0.56,169.6
0.53,0.34,0.55,169.7
0.53,0.34,0.56,169.8
0.57,0.35,0.57,169.9
0.53,0.35,0.62,170.0
0.52,0.36,0.65,170.1
0.54,0.35,0.56,170.2
0.5,0.36,0.58,170.3
0.52,0.35,0.56,170.4
0.52,0.36,0.56,170.5
0.54,0.36,0.6,170.6
0.52,0.34,0.63,170.7
0.55,0.36,0.61,170.8
0.55,0.36,0.58,170.9
0.53,0.35,0.61,171.0
0.54,0.34,0.61,171.1
0.54,0.33,0.6,171.2
0.56,0.36,0.57,171.3
0.54,0.35,0.6,171.4
0.5,0.34,0.58,171.5
0.54,0.35,0.61,171.6
0.5,0.34,0.59,171.7
0.53,0.35,0.57,171.8
0.53,0.35,0.58,171.9
0.53,0.37,0.61,172.0
0.52,0.38,0.56,172.1
0.52,0.38,0.58,172.2
0.54,0.37,0.59,172.3
