car_name,speed,safe_distance,reaction_time,time
GentleCar1,0.0,17.21,0.2,0.0
GentleCar2,0.0,16.39,0.22,0.0
GentleCar1,192.53,17.21,0.2,0.1
GentleCar2,183.32,16.39,0.22,0.1
GentleCar1,96.27,17.21,0.2,0.2
GentleCar2,91.66,16.39,0.22,0.2
GentleCar1,64.18,17.21,0.2,0.3
GentleCar2,61.11,16.39,0.22,0.3
GentleCar1,48.13,17.21,0.2,0.4
GentleCar2,45.83,16.39,0.22,0.4
GentleCar1,38.51,17.21,0.2,0.5
GentleCar2,36.66,16.39,0.22,0.5
GentleCar1,32.09,17.21,0.2,0.6
GentleCar2,30.55,16.39,0.22,0.6
GentleCar1,27.5,17.21,0.2,0.7
GentleCar2,26.19,16.39,0.22,0.7
GentleCar1,24.07,17.21,0.2,0.8
GentleCar2,22.92,16.39,0.22,0.8
GentleCar1,21.39,17.21,0.2,0.9
GentleCar2,20.37,16.39,0.22,0.9
GentleCar1,19.25,17.21,0.2,1.0
GentleCar2,18.33,16.39,0.22,1.0
GentleCar1,17.5,17.21,0.2,1.1
GentleCar2,16.67,16.39,0.22,1.1
GentleCar1,16.04,17.21,0.2,1.2
GentleCar2,15.28,16.39,0.22,1.2
GentleCar1,14.81,17.21,0.2,1.3
GentleCar2,14.1,16.39,0.22,1.3
GentleCar1,13.75,17.21,0.2,1.4
GentleCar2,13.09,16.39,0.22,1.4
GentleCar1,12.84,17.21,0.2,1.5
GentleCar2,12.22,16.39,0.22,1.5
GentleCar1,12.03,17.21,0.2,1.6
GentleCar2,11.46,16.39,0.22,1.6
GentleCar1,11.33,17.21,0.2,1.7
GentleCar2,10.78,16.39,0.22,1.7
GentleCar1,10.7,17.21,0.2,1.8
GentleCar2,10.18,16.39,0.22,1.8
GentleCar1,10.13,17.21,0.2,1.9
GentleCar2,9.65,16.39,0.22,1.9
GentleCar1,9.63,17.21,0.2,2.0
GentleCar2,9.17,16.39,0.22,2.0
GentleCar1,9.17,17.21,0.2,2.1
GentleCar2,8.73,16.39,0.22,2.1
GentleCar1,8.75,17.21,0.2,2.2
GentleCar2,8.33,16.39,0.22,2.2
GentleCar1,8.37,17.21,0.2,2.3
GentleCar2,7.97,16.39,0.22,2.3
GentleCar1,8.02,17.21,0.2,2.4
GentleCar2,7.64,16.39,0.22,2.4
GentleCar1,7.7,17.21,0.2,2.5
GentleCar2,7.33,16.39,0.22,2.5
GentleCar1,7.41,17.21,0.2,2.6
