car_name,speed,safe_distance,reaction_time,time
AggressiveCar1,0.0,15.25,0.59,0.0
AggressiveCar2,0.0,16.79,0.68,0.0
AggressiveCar1,170.61,15.25,0.59,0.1
AggressiveCar2,187.85,16.79,0.68,0.1
AggressiveCar1,85.31,15.25,0.59,0.2
AggressiveCar2,93.92,16.79,0.68,0.2
AggressiveCar1,56.87,15.25,0.59,0.3
AggressiveCar2,62.62,16.79,0.68,0.3
AggressiveCar1,42.65,15.25,0.59,0.4
AggressiveCar2,46.96,16.79,0.68,0.4
AggressiveCar1,34.12,15.25,0.59,0.5
AggressiveCar2,37.57,16.79,0.68,0.5
AggressiveCar1,28.44,15.25,0.59,0.6
AggressiveCar2,31.31,16.79,0.68,0.6
AggressiveCar1,24.37,15.25,0.59,0.7
AggressiveCar2,26.84,16.79,0.68,0.7
AggressiveCar1,21.33,15.25,0.59,0.8
AggressiveCar2,23.48,16.79,0.68,0.8
AggressiveCar1,18.96,15.25,0.59,0.9
AggressiveCar2,20.87,16.79,0.68,0.9
AggressiveCar1,17.06,15.25,0.59,1.0
AggressiveCar2,18.78,16.79,0.68,1.0
AggressiveCar1,15.51,15.25,0.59,1.1
AggressiveCar2,17.08,16.79,0.68,1.1
AggressiveCar1,14.22,15.25,0.59,1.2
AggressiveCar2,15.65,16.79,0.68,1.2
AggressiveCar1,13.12,15.25,0.59,1.3
AggressiveCar2,14.45,16.79,0.68,1.3
AggressiveCar1,12.19,15.25,0.59,1.4
AggressiveCar2,13.42,16.79,0.68,1.4
AggressiveCar1,11.37,15.25,0.59,1.5
AggressiveCar2,12.52,16.79,0.68,1.5
AggressiveCar1,10.66,15.25,0.59,1.6
AggressiveCar2,11.74,16.79,0.68,1.6
AggressiveCar1,10.04,15.25,0.59,1.7
AggressiveCar2,11.05,16.79,0.68,1.7
AggressiveCar1,9.48,15.25,0.59,1.8
AggressiveCar2,10.44,16.79,0.68,1.8
AggressiveCar1,8.98,15.25,0.59,1.9
AggressiveCar2,9.89,16.79,0.68,1.9
AggressiveCar1,8.53,15.25,0.59,2.0
AggressiveCar2,9.39,16.79,0.68,2.0
AggressiveCar1,8.12,15.25,0.59,2.1
AggressiveCar2,8.95,16.79,0.68,2.1
AggressiveCar1,7.76,15.25,0.59,2.2
AggressiveCar2,8.54,16.79,0.68,2.2
AggressiveCar1,7.42,15.25,0.59,2.3
AggressiveCar2,8.17,16.79,0.68,2.3
AggressiveCar1,7.11,15.25,0.59,2.4
AggressiveCar2,7.83,16.79,0.68,2.4
AggressiveCar1,6.82,15.25,0.59,2.5
AggressiveCar2,7.51,16.79,0.68,2.5
AggressiveCar1,6.56,15.25,0.59,2.6
AggressiveCar2,7.22,16.79,0.68,2.6
AggressiveCar1,6.32,15.25,0.59,2.7
AggressiveCar2,6.96,16.79,0.68,2.7
AggressiveCar1,6.09,15.25,0.59,2.8
AggressiveCar2,6.71,16.79,0.68,2.8
AggressiveCar1,5.88,15.25,0.59,2.9
AggressiveCar2,6.48,16.79,0.68,2.9
AggressiveCar1,5.69,15.25,0.59,3.0
AggressiveCar2,6.26,16.79,0.68,3.0
AggressiveCar1,5.5,15.25,0.59,3.1
AggressiveCar2,6.06,16.79,0.68,3.1
AggressiveCar1,5.33,15.25,0.59,3.2
AggressiveCar2,5.87,16.79,0.68,3.2
AggressiveCar1,5.17,15.25,0.59,3.3
AggressiveCar2,5.69,16.79,0.68,3.3
AggressiveCar1,5.02,15.25,0.59,3.4
AggressiveCar2,5.52,16.79,0.68,3.4
AggressiveCar1,4.87,15.25,0.59,3.5
AggressiveCar2,5.37,16.79,0.68,3.5
AggressiveCar1,4.74,15.25,0.59,3.6
AggressiveCar2,5.22,16.79,0.68,3.6
AggressiveCar1,4.61,15.25,0.59,3.7
AggressiveCar2,5.08,16.79,0.68,3.7
AggressiveCar1,4.49,15.25,0.59,3.8
AggressiveCar2,4.94,16.79,0.68,3.8
AggressiveCar1,4.37,15.25,0.59,3.9
AggressiveCar2,4.82,16.79,0.68,3.9
AggressiveCar1,4.27,15.25,0.59,4.0
AggressiveCar2,4.7,16.79,0.68,4.0
AggressiveCar1,4.16,15.25,0.59,4.1
AggressiveCar2,4.58,16.79,0.68,4.1
AggressiveCar1,4.06,15.25,0.59,4.2
AggressiveCar2,4.47,16.79,0.68,4.2
AggressiveCar1,3.97,15.25,0.59,4.3
AggressiveCar2,4.37,16.79,0.68,4.3
AggressiveCar1,3.88,15.25,0.59,4.4
AggressiveCar2,4.27,16.79,0.68,4.4
AggressiveCar1,3.79,15.25,0.59,4.5
AggressiveCar2,4.17,16.79,0.68,4.5
AggressiveCar3,0.0,15.25,0.59,0.0
AggressiveCar4,0.0,16.79,0.68,0.0
AggressiveCar1,3.71,15.25,0.59,4.6
AggressiveCar2,4.08,16.79,0.68,4.6
AggressiveCar3,170.61,15.25,0.59,0.1
AggressiveCar4,187.85,16.79,0.68,0.1
AggressiveCar1,3.63,15.25,0.59,4.7
AggressiveCar2,4.0,16.79,0.68,4.7
AggressiveCar3,85.31,15.25,0.59,0.2
AggressiveCar4,93.92,16.79,0.68,0.2
AggressiveCar1,3.55,15.25,0.59,4.8
AggressiveCar2,3.91,16.79,0.68,4.8
AggressiveCar3,56.87,15.25,0.59,0.3
AggressiveCar4,62.62,16.79,0.68,0.3
AggressiveCar1,3.48,15.25,0.59,4.9
AggressiveCar2,3.83,16.79,0.68,4.9
AggressiveCar3,42.65,15.25,0.59,0.4
AggressiveCar4,46.96,16.79,0.68,0.4
AggressiveCar1,3.45,15.25,0.59,5.0
AggressiveCar2,3.79,16.79,0.68,5.0
AggressiveCar3,34.12,15.25,0.59,0.5
AggressiveCar4,37.57,16.79,0.68,0.5
AggressiveCar1,3.41,15.25,0.59,5.1
AggressiveCar2,3.76,16.79,0.68,5.1
AggressiveCar3,28.44,15.25,0.59,0.6
AggressiveCar4,31.31,16.79,0.68,0.6
AggressiveCar1,3.38,15.25,0.59,5.2
AggressiveCar2,3.72,16.79,0.68,5.2
AggressiveCar3,0.0,15.25,0.59,0.7
AggressiveCar4,0.0,16.79,0.68,0.7
AggressiveCar1,3.38,15.25,0.59,5.3
AggressiveCar2,3.72,16.79,0.68,5.3
AggressiveCar3,0.0,15.25,0.59,0.8
AggressiveCar4,0.0,16.79,0.68,0.8
AggressiveCar1,3.38,15.25,0.59,5.4
AggressiveCar2,3.72,16.79,0.68,5.4
AggressiveCar3,0.0,15.25,0.59,0.9
AggressiveCar4,0.0,16.79,0.68,0.9
AggressiveCar1,3.38,15.25,0.59,5.5
AggressiveCar2,3.72,16.79,0.68,5.5
AggressiveCar3,0.0,15.25,0.59,1.0
AggressiveCar4,0.0,16.79,0.68,1.0
AggressiveCar1,3.38,15.25,0.59,5.6
AggressiveCar2,3.72,16.79,0.68,5.6
AggressiveCar3,0.0,15.25,0.59,1.1
AggressiveCar4,0.0,16.79,0.68,1.1
AggressiveCar1,3.38,15.25,0.59,5.7
AggressiveCar2,3.72,16.79,0.68,5.7
AggressiveCar3,0.0,15.25,0.59,1.2
AggressiveCar4,0.0,16.79,0.68,1.2
AggressiveCar1,3.38,15.25,0.59,5.8
AggressiveCar2,3.72,16.79,0.68,5.8
AggressiveCar3,0.0,15.25,0.59,1.3
AggressiveCar4,0.0,16.79,0.68,1.3
AggressiveCar1,3.38,15.25,0.59,5.9
AggressiveCar2,3.72,16.79,0.68,5.9
AggressiveCar3,0.0,15.25,0.59,1.4
AggressiveCar4,0.0,16.79,0.68,1.4
AggressiveCar1,3.38,15.25,0.59,6.0
AggressiveCar2,3.72,16.79,0.68,6.0
AggressiveCar3,0.0,15.25,0.59,1.5
AggressiveCar4,0.0,16.79,0.68,1.5
