car_name,speed,safe_distance,reaction_time,time
GentleCar1,0.0,18.79,0.22,0.0
GentleCar2,0.0,18.55,0.16,0.0
GentleCar1,210.21,18.79,0.22,0.1
GentleCar2,207.48,18.55,0.16,0.1
GentleCar1,105.1,18.79,0.22,0.2
GentleCar2,103.74,18.55,0.16,0.2
GentleCar1,70.07,18.79,0.22,0.3
GentleCar2,69.16,18.55,0.16,0.3
GentleCar1,52.55,18.79,0.22,0.4
GentleCar2,51.87,18.55,0.16,0.4
GentleCar1,42.04,18.79,0.22,0.5
GentleCar2,41.5,18.55,0.16,0.5
GentleCar1,35.03,18.79,0.22,0.6
GentleCar2,34.58,18.55,0.16,0.6
GentleCar1,30.03,18.79,0.22,0.7
GentleCar2,29.64,18.55,0.16,0.7
GentleCar1,26.28,18.79,0.22,0.8
GentleCar2,25.93,18.55,0.16,0.8
GentleCar1,23.36,18.79,0.22,0.9
GentleCar2,23.05,18.55,0.16,0.9
GentleCar1,21.02,18.79,0.22,1.0
GentleCar2,20.75,18.55,0.16,1.0
GentleCar1,19.11,18.79,0.22,1.1
GentleCar2,18.86,18.55,0.16,1.1
GentleCar1,17.52,18.79,0.22,1.2
GentleCar2,17.29,18.55,0.16,1.2
GentleCar1,16.17,18.79,0.22,1.3
GentleCar2,15.96,18.55,0.16,1.3
GentleCar1,15.01,18.79,0.22,1.4
GentleCar2,14.82,18.55,0.16,1.4
GentleCar1,14.01,18.79,0.22,1.5
GentleCar2,13.83,18.55,0.16,1.5
GentleCar1,13.14,18.79,0.22,1.6
GentleCar2,12.97,18.55,0.16,1.6
GentleCar1,12.37,18.79,0.22,1.7
GentleCar2,12.2,18.55,0.16,1.7
GentleCar1,11.68,18.79,0.22,1.8
GentleCar2,11.53,18.55,0.16,1.8
GentleCar1,11.06,18.79,0.22,1.9
GentleCar2,10.92,18.55,0.16,1.9
GentleCar1,10.51,18.79,0.22,2.0
GentleCar2,10.37,18.55,0.16,2.0
GentleCar1,10.01,18.79,0.22,2.1
GentleCar2,9.88,18.55,0.16,2.1
GentleCar1,9.55,18.79,0.22,2.2
GentleCar2,9.43,18.55,0.16,2.2
GentleCar1,9.14,18.79,0.22,2.3
GentleCar2,9.02,18.55,0.16,2.3
GentleCar1,8.76,18.79,0.22,2.4
GentleCar2,8.64,18.55,0.16,2.4
GentleCar1,8.41,18.79,0.22,2.5
GentleCar2,8.3,18.55,0.16,2.5
GentleCar1,8.08,18.79,0.22,2.6
GentleCar2,7.98,18.55,0.16,2.6
GentleCar1,7.79,18.79,0.22,2.7
GentleCar2,7.68,18.55,0.16,2.7
