car_name,speed,safe_distance,reaction_time,time
AggressiveCar3,5.7,5.1,0.47,3.8
AggressiveCar4,4.4,3.93,0.46,3.8
AggressiveCar1,4.92,22.0,0.6,11.0
AggressiveCar2,3.93,17.59,0.33,11.0
AggressiveCar3,5.93,5.57,0.49,3.9
AggressiveCar4,5.52,5.18,0.51,3.9
AggressiveCar1,4.76,21.28,0.47,11.1
AggressiveCar2,4.37,19.52,0.34,11.1
AggressiveCar3,4.49,4.42,0.31,4.0
AggressiveCar4,4.05,3.98,0.33,4.0
AggressiveCar1,4.61,20.6,0.53,11.2
AggressiveCar2,5.96,26.64,0.64,11.2
AggressiveCar3,4.64,4.77,0.62,4.1
AggressiveCar4,4.91,5.05,0.69,4.1
AggressiveCar1,6.67,29.8,0.66,11.3
AggressiveCar2,4.03,18.0,0.4,11.3
AggressiveCar3,6.01,6.45,0.56,4.2
AggressiveCar4,6.67,7.16,0.73,4.2
AggressiveCar1,3.64,16.27,0.57,11.4
AggressiveCar2,3.72,16.63,0.51,11.4
AggressiveCar3,6.1,6.82,0.54,4.3
AggressiveCar4,4.09,4.57,0.36,4.3
AggressiveCar1,4.74,21.21,0.59,11.5
AggressiveCar2,3.7,16.56,0.41,11.5
AggressiveCar3,7.13,8.29,0.71,4.4
AggressiveCar4,4.48,5.21,0.36,4.4
AggressiveCar1,4.32,19.3,0.31,11.6
AggressiveCar2,6.0,26.8,0.7,11.6
AggressiveCar3,5.29,6.39,0.73,4.5
AggressiveCar4,4.48,5.41,0.6,4.5
AggressiveCar1,5.1,22.78,0.71,11.7
AggressiveCar2,4.31,19.28,0.32,11.7
AggressiveCar3,4.32,5.41,0.53,4.6
AggressiveCar4,3.52,4.41,0.31,4.6
AggressiveCar1,4.52,20.22,0.73,11.8
AggressiveCar2,6.84,30.59,0.71,11.8
AggressiveCar3,6.16,7.98,0.54,4.7
AggressiveCar4,5.01,6.5,0.47,4.7
AggressiveCar1,5.93,26.52,0.59,11.9
AggressiveCar2,3.33,14.9,0.35,11.9
AggressiveCar3,5.53,7.42,0.66,4.8
AggressiveCar4,3.8,5.09,0.38,4.8
AggressiveCar1,4.02,17.99,0.47,12.0
AggressiveCar2,5.92,26.47,0.61,12.0
AggressiveCar3,3.83,5.31,0.44,4.9
AggressiveCar4,5.06,7.01,0.38,4.9
AggressiveCar1,3.69,16.5,0.5,12.1
AggressiveCar2,7.02,31.39,0.69,12.1
AggressiveCar3,4.41,6.31,0.74,5.0
