Aggres1,0.0,15.32,1.26,0.0
Aggres2,0.0,16.84,0.5,0.0
Ge1,0.0,17.64,0.23,0.0
Aggres3,0.0,17.43,0.98,0.0
Aggres1,171.34,15.32,1.26,0.0
Aggres2,188.34,16.84,0.5,0.0
Ge1,197.35,17.64,0.23,0.0
Aggres3,194.9,17.43,0.98,0.0
Aggres1,85.67,15.32,1.26,0.0
Aggres2,94.17,16.84,0.5,0.0
Ge1,98.67,17.64,0.23,0.0
Aggres3,97.45,17.43,0.98,0.0
Aggres1,57.11,15.32,1.26,0.0
Aggres2,62.78,16.84,0.5,0.0
Ge1,65.78,17.64,0.23,0.0
Aggres3,64.97,17.43,0.98,0.0
Aggres1,42.83,15.32,1.26,0.0
Aggres2,47.09,16.84,0.5,0.0
Ge1,49.34,17.64,0.23,0.0
Aggres3,48.72,17.43,0.98,0.0
Aggres1,34.27,15.32,1.26,0.0
Aggres2,37.67,16.84,0.5,0.0
Ge1,39.47,17.64,0.23,0.0
Aggres3,38.98,17.43,0.98,0.0
Aggres1,28.56,15.32,1.26,0.0
Aggres2,31.39,16.84,0.5,0.0
Ge1,32.89,17.64,0.23,0.0
Aggres3,32.48,17.43,0.98,0.0
Aggres1,24.48,15.32,1.26,0.0
Aggres2,26.91,16.84,0.5,0.0
Ge1,28.19,17.64,0.23,0.0
Aggres3,27.84,17.43,0.98,0.0
Aggres1,21.42,15.32,1.26,0.0
Aggres2,23.54,16.84,0.5,0.0
Ge1,24.67,17.64,0.23,0.0
Aggres3,24.36,17.43,0.98,0.0
Aggres1,19.04,15.32,1.26,0.0
Aggres2,20.93,16.84,0.5,0.0
Ge1,21.93,17.64,0.23,0.0
Aggres3,21.66,17.43,0.98,0.0
Aggres1,17.13,15.32,1.26,0.0
Aggres2,18.83,16.84,0.5,0.0
Ge1,19.73,17.64,0.23,0.0
Aggres3,19.49,17.43,0.98,0.0
Aggres1,15.58,15.32,1.26,0.0
Aggres2,17.12,16.84,0.5,0.0
Ge1,17.94,17.64,0.23,0.0
Aggres3,17.72,17.43,0.98,0.0
Aggres1,14.28,15.32,1.26,0.0
Aggres2,15.7,16.84,0.5,0.0
